entropy,dataset
0.35327534791731874,Test(in-house)
0.9945177340739557,Test(in-house)
1.0408483840228397e-10,Test(in-house)
3.333538267311164e-11,Test(in-house)
3.4177403967749886e-09,Test(in-house)
6.094832420456445e-08,Test(in-house)
1.1276970512532738e-10,Test(in-house)
0.035256758522927506,Test(in-house)
8.47308028302264e-08,Test(in-house)
7.36345582959936e-11,Test(in-house)
5.082920421998329e-09,Test(in-house)
1.1083599641998461e-10,Test(in-house)
4.233432071864329e-10,Test(in-house)
3.109113111867573e-08,Test(in-house)
3.0936204729987417e-10,Test(in-house)
9.204643474710801e-18,Test(in-house)
7.065570632953066e-07,Test(in-house)
0.038214019197483545,Test(in-house)
3.725165876886211e-18,Test(in-house)
4.166564086940896e-18,Test(in-house)
0.00022741533949157398,Test(in-house)
0.034211465121413015,Test(in-house)
1.6627510664934947e-16,Test(in-house)
5.790584135562631e-09,Test(in-house)
3.1009128632962135e-13,Test(in-house)
0.2985017507671831,Test(in-house)
1.4123759981969614e-10,Test(in-house)
8.054767117294664e-06,Test(in-house)
0.0006135107154233588,Test(in-house)
1.3084056588646013e-13,Test(in-house)
4.1115942588391903e-13,Test(in-house)
1.348083362492566e-10,Test(in-house)
8.456841627679465e-09,Test(in-house)
7.46232087913816e-07,Test(in-house)
0.0007621262760084105,Test(in-house)
1.0840052819499458e-11,Test(in-house)
4.012130934253358e-11,Test(in-house)
2.2067603581103637e-10,Test(in-house)
1.9227793602538595e-05,Test(in-house)
0.3414090862254792,Test(in-house)
0.2091509998859827,Test(in-house)
3.0123935930182268e-12,Test(in-house)
5.2240693596675634e-14,Test(in-house)
0.00018271593855905265,Test(in-house)
3.6351735902994187e-09,Test(in-house)
1.828193269925031e-05,Test(in-house)
7.311692353540633e-12,Test(in-house)
4.983397540181018e-13,Test(in-house)
1.7585830868331402e-07,Test(in-house)
1.5610651563558288e-14,Test(in-house)
0.9629667039590737,Test(in-house)
2.4963862570253927e-08,Test(in-house)
3.235182871363139e-14,Test(in-house)
1.017387884198992e-14,Test(in-house)
0.0010242508411336237,Test(in-house)
2.2813631188310464e-10,Test(in-house)
1.1160191565815572e-07,Test(in-house)
6.300878124078306e-05,Test(in-house)
2.3482352534924387e-09,Test(in-house)
2.2368375670457502e-07,Test(in-house)
5.648965697082835e-12,Test(in-house)
0.014066030381567781,Test(in-house)
1.0975126808809934e-11,Test(in-house)
0.38480171354096576,Test(in-house)
0.0007862345353584726,Test(in-house)
0.004368539286117103,Test(in-house)
1.162997582672695e-07,Test(in-house)
2.31785301790699e-09,Test(in-house)
1.1772901021994662e-13,Test(in-house)
3.91951868290165e-06,Test(in-house)
4.669475046223091e-12,Test(in-house)
2.2205558924691647e-05,Test(in-house)
1.3701134289061208e-14,Test(in-house)
6.230369614943321e-17,Test(in-house)
2.9196622115416483e-09,Test(in-house)
1.322798334383178e-16,Test(in-house)
1.7439038584876477e-07,Test(in-house)
3.2697359802415203e-07,Test(in-house)
0.026115698771987536,Test(in-house)
8.93894834776352e-09,Test(in-house)
1.1725323282083516e-08,Test(in-house)
8.788545344807083e-13,Test(in-house)
0.4051627878448159,Test(in-house)
4.749759890267408e-13,Test(in-house)
0.32222074580375654,Test(in-house)
0.04969768580106779,Test(in-house)
1.9770409904006113e-14,Test(in-house)
5.171490262153798e-13,Test(in-house)
5.801917418626243e-06,Test(in-house)
1.590759301246094e-11,Test(in-house)
8.020286012397699e-20,Test(in-house)
2.3638975308820227e-06,Test(in-house)
2.47514835024933e-12,Test(in-house)
0.4760361778665112,Test(in-house)
9.2931469361903e-11,Test(in-house)
1.4758168685685626e-09,Test(in-house)
3.813888758395872e-05,Test(in-house)
0.13833688544068284,Test(in-house)
3.6563235628805967e-09,Test(in-house)
0.6640748091537056,Test(in-house)
1.1599456744279147e-16,Test(in-house)
5.103432963265218e-08,Test(in-house)
0.3859553426575711,Test(in-house)
2.2045168321773647e-05,Test(in-house)
7.907852019773439e-16,Test(in-house)
6.6654995349444454e-21,Test(in-house)
0.0001289124202859983,Test(in-house)
9.301138946987705e-09,Test(in-house)
0.00035781183064919025,Test(in-house)
1.7963053696876697e-07,Test(in-house)
5.426429641352875e-11,Test(in-house)
2.594877593718214e-10,Test(in-house)
3.137090367292443e-11,Test(in-house)
7.404578181842964e-08,Test(in-house)
0.0629310375631281,Test(in-house)
1.1312374303188909e-05,Test(in-house)
1.5682693487301374e-05,Test(in-house)
2.5783514228917285e-17,Test(in-house)
2.1196562841047287e-10,Test(in-house)
4.944318615565257e-06,Test(in-house)
0.5037779078555555,Test(in-house)
0.00037952032873349675,Test(in-house)
3.665562790903149e-05,Test(in-house)
0.00031571223940192857,Test(in-house)
9.221686801265225e-08,Test(in-house)
3.831824644922916e-07,Test(in-house)
2.4591929471399996e-09,Test(in-house)
0.010297388184455554,Test(in-house)
1.2521936169952448e-12,Test(in-house)
0.008670815042138916,Test(in-house)
0.6926951032327271,Test(in-house)
4.520654352153601e-10,Test(in-house)
2.6176064113712694e-10,Test(in-house)
4.413367113651912e-09,Test(in-house)
0.007488229057772973,Test(in-house)
8.217336017279842e-09,Test(in-house)
3.972963624422712e-13,Test(in-house)
1.0927832466617019e-06,Test(in-house)
2.9735311611650827e-08,Test(in-house)
0.0025706030756704875,Test(in-house)
7.551685507764408e-18,Test(in-house)
3.982561252671446e-08,Test(in-house)
7.596635093417915e-06,Test(in-house)
0.00030360076374762277,Test(in-house)
1.1697731220877386e-07,Test(in-house)
1.8287712754186128e-12,Test(in-house)
1.9561768670184722e-11,Test(in-house)
0.45562224751211144,Test(in-house)
5.782769735838996e-10,Test(in-house)
4.520467478526184e-11,Test(in-house)
0.002150558242272505,Test(in-house)
0.4983493419108904,Test(in-house)
1.1205612867893084e-12,Test(in-house)
0.00014558629284384597,Test(in-house)
0.0002264574475887208,Test(in-house)
2.1359109465272406e-06,Test(in-house)
0.5701553725388878,Test(in-house)
2.439125178373724e-13,Test(in-house)
2.730273132667689e-13,Test(in-house)
0.17355629856238947,Test(in-house)
2.1378693579157362e-06,Test(in-house)
1.7814912916636935e-10,Test(in-house)
4.718158895133302e-13,Test(in-house)
3.4265516380031205e-06,Test(in-house)
0.8171261541000612,Test(in-house)
2.34301908247858e-10,Test(in-house)
4.667865183738312e-09,Test(in-house)
4.377978206654224e-07,Test(in-house)
5.850147089507836e-09,Test(in-house)
5.829710177276589e-10,Test(in-house)
1.965077889625499e-11,Test(in-house)
1.2122293876260728e-06,Test(in-house)
5.663960134946854e-12,Test(in-house)
3.840524717902669e-06,Test(in-house)
1.5087717901547195e-07,Test(in-house)
1.4136603479197132e-07,Test(in-house)
1.2323460836957108e-05,Test(in-house)
9.11638580505261e-09,Test(in-house)
6.970391332958475e-13,Test(in-house)
2.323319671186557e-12,Test(in-house)
1.4755095210815653e-11,Test(in-house)
1.1430710544756091e-07,Test(in-house)
0.056131098115551614,Test(in-house)
1.0909160542309816e-13,Test(in-house)
1.413401587163733e-07,Test(in-house)
4.008449799206153e-07,Test(in-house)
0.0029654108072561833,Test(in-house)
1.0460774780737605e-09,Test(in-house)
1.0521827708596565e-11,Test(in-house)
7.649178431094062e-09,Test(in-house)
5.332974807679479e-09,Test(in-house)
0.008410316816229025,Test(in-house)
9.496184077646939e-08,Test(in-house)
6.904195224058333e-12,Test(in-house)
7.725403348996817e-11,Test(in-house)
0.35336748953652786,Test(in-house)
5.7256760037098194e-12,Test(in-house)
8.891856674464956e-09,Test(in-house)
9.224114209829768e-08,Test(in-house)
2.8122008396557954e-05,Test(in-house)
2.500147163973128e-13,Test(in-house)
1.655183351606481e-10,Test(in-house)
0.00011697739567163298,Test(in-house)
1.0021255512441531e-07,Test(in-house)
1.0762446892320262e-06,Test(in-house)
5.363343546937624e-12,Test(in-house)
9.835855491640732e-05,Test(in-house)
3.630604236068803e-11,Test(in-house)
8.966301817399696e-14,Test(in-house)
4.213652219884338e-07,Test(in-house)
5.737435746697232e-07,Test(in-house)
7.417435573970836e-07,Test(in-house)
2.9495433324088708e-08,Test(in-house)
0.32686425516813744,Test(in-house)
0.5434176755445904,Test(in-house)
8.541035936618172e-09,Test(in-house)
1.9372951864061966e-09,Test(in-house)
6.371965923478879e-10,Test(in-house)
0.003046533791368598,Test(in-house)
1.5079681995397896e-12,Test(in-house)
0.6171308477136404,Test(in-house)
1.4488001870031357e-08,Test(in-house)
5.805401143394464e-14,Test(in-house)
0.18049810056404741,Test(in-house)
3.6775178662822774e-14,Test(in-house)
1.5075528933597178e-12,Test(in-house)
0.00015950265750561065,Test(in-house)
4.4734349982016246e-10,Test(in-house)
2.0914006399416116e-07,Test(in-house)
0.001111472277055519,Test(in-house)
3.5777527011978346e-10,Test(in-house)
0.006444394740487967,Test(in-house)
0.08633619407876958,Test(in-house)
1.385364854819541e-07,Test(in-house)
1.2340270326134143e-10,Test(in-house)
9.103448567779175e-05,Test(in-house)
0.0008864006006900764,Test(in-house)
4.827040326994103e-06,Test(in-house)
9.213808783333841e-08,Test(in-house)
8.243127167699569e-12,Test(in-house)
6.016431491208794e-10,Test(in-house)
0.3270877833819871,Test(in-house)
6.256024358815224e-07,Test(in-house)
7.348594803871701e-13,Test(in-house)
0.5851506031718351,Test(in-house)
0.5696183150622631,Test(in-house)
0.38871214432419615,Test(in-house)
6.225144435674665e-09,Test(in-house)
5.156686712645997e-16,Test(in-house)
2.0749168945947228e-07,Test(in-house)
1.1721902243039337e-06,Test(in-house)
9.31685820740297e-20,Test(in-house)
1.4005079428487098e-10,Test(in-house)
1.677677474598841e-11,Test(in-house)
1.5572731566619312e-19,Test(in-house)
0.3107381073387837,Test(in-house)
0.00011195064984848521,Test(in-house)
0.33736356148358115,Test(in-house)
1.0259076154423231e-05,Test(in-house)
1.2791387582613338e-06,Test(in-house)
0.00039157808205994294,Test(in-house)
1.7774726509570483e-05,Test(in-house)
1.6101792003763602e-09,Test(in-house)
1.3217897026896834e-11,Test(in-house)
0.44299855258558857,Test(in-house)
3.875195460193903e-06,Test(in-house)
6.998153213976628e-13,Test(in-house)
6.248031898697932e-08,Test(in-house)
2.076003289712613e-09,Test(in-house)
4.981420237368421e-12,Test(in-house)
1.4914426516924414e-06,Test(in-house)
3.2451828792740307e-12,Test(in-house)
1.5503743302207296e-09,Test(in-house)
0.015339697808224055,Test(in-house)
1.3476073348821492e-07,Test(in-house)
1.1630322751042045e-15,Test(in-house)
9.51833974681307e-09,Test(in-house)
2.045589606346102e-09,Test(in-house)
7.728950668154608e-08,Test(in-house)
1.471928826564317e-11,Test(in-house)
0.011957463182219479,Test(in-house)
8.614050895074452e-12,Test(in-house)
3.7247738687314588e-09,Test(in-house)
4.4391258873569315e-16,Test(in-house)
2.6350775616644848e-05,Test(in-house)
9.362540454096654e-18,Test(in-house)
4.1363051368290095e-06,Test(in-house)
8.947474649611542e-12,Test(in-house)
2.296045568471485e-14,Test(in-house)
2.998876162096014e-07,Test(in-house)
1.6879861826413456e-10,Test(in-house)
0.5094418196772696,Test(in-house)
2.620181439536187e-07,Test(in-house)
0.11030350379382216,Test(in-house)
1.9776002943240785e-06,Test(in-house)
0.0004396234560944523,Test(in-house)
0.9372042277990567,Test(in-house)
2.7180995091296756e-12,Test(in-house)
9.419860915084347e-19,Test(in-house)
4.516585375046372e-18,Test(in-house)
1.5416991805938963e-06,Test(in-house)
5.470946212094583e-12,Test(in-house)
5.522312511387127e-12,Test(in-house)
7.757657196136206e-11,Test(in-house)
5.875478093341499e-09,Test(in-house)
4.570642787836553e-13,Test(in-house)
1.9978905549231826e-08,Test(in-house)
1.4865096951698059e-15,Test(in-house)
0.013038296437573463,Test(in-house)
0.9925939997240327,Test(in-house)
3.045713558658655e-16,Test(in-house)
0.004982628818783733,Test(in-house)
6.333819381079854e-11,Test(in-house)
1.9019437714310016e-11,Test(in-house)
2.6924564927310972e-14,Test(in-house)
1.822409876803371e-10,Test(in-house)
3.035044856340589e-09,Test(in-house)
1.514025461190374e-07,Test(in-house)
4.813053653891233e-08,Test(in-house)
3.963787242870384e-07,Test(in-house)
0.1047218994611148,Test(in-house)
0.741388067648423,Test(in-house)
0.07216603134754644,Test(in-house)
0.8423704372231142,Test(in-house)
1.955874684074491e-09,Test(in-house)
0.0002713310678781357,Test(in-house)
0.8013185575477096,Test(in-house)
6.019420853946868e-10,Test(in-house)
0.007092249530607903,Test(in-house)
2.4494825471611485e-07,Test(in-house)
6.737652630116834e-09,Test(in-house)
2.572068410888025e-10,Test(in-house)
2.39264637570872e-06,Test(in-house)
2.7562812726298202e-05,Test(in-house)
2.4523259782359404e-07,Test(in-house)
3.7289373238754975e-05,Test(in-house)
0.002480823641033883,Test(in-house)
4.1816897237755e-17,Test(in-house)
4.1035754238615854e-14,Test(in-house)
0.43970476523075036,Test(in-house)
1.40970929949781e-11,Test(in-house)
4.078798394025456e-13,Test(in-house)
7.371609405913147e-09,Test(in-house)
0.0004766036343437144,Test(in-house)
3.0765480771068075e-11,Test(in-house)
0.000574506650222611,Test(in-house)
2.7306776571381894e-11,Test(in-house)
0.23476098605457052,Test(in-house)
9.333795110899536e-10,Test(in-house)
2.0158199404110388e-09,Test(in-house)
6.136588028702276e-07,Test(in-house)
1.391209982185689e-15,Test(in-house)
3.1412075457213195e-11,Test(in-house)
2.8524058647536564e-08,Test(in-house)
1.19420406758477e-14,Test(in-house)
0.4816528943816605,Test(in-house)
1.5427145194802968e-10,Test(in-house)
0.9629711452704681,Test(in-house)
5.047579529311136e-06,Test(in-house)
0.6787359644046647,Test(in-house)
0.07233354104160766,Test(in-house)
1.034242542234217e-05,Test(in-house)
3.388912981651991e-12,Test(in-house)
6.654905356446165e-10,Test(in-house)
7.295776098117258e-14,Test(in-house)
6.508197502383712e-12,Test(in-house)
9.600498998361485e-07,Test(in-house)
2.6655341614657045e-14,Test(in-house)
6.96113059889689e-17,Test(in-house)
0.0004384322816293816,Test(in-house)
2.3972909720614486e-14,Test(in-house)
0.1316209770527176,Test(in-house)
1.4373748620619245e-13,Test(in-house)
0.8665728851358228,Test(in-house)
0.002576357155284565,Test(in-house)
6.000838293107542e-20,Test(in-house)
8.298568452884263e-10,Test(in-house)
0.16962980266658698,Test(in-house)
4.376543326347442e-08,Test(in-house)
2.5630548492274426e-14,Test(in-house)
3.534868584739912e-09,Test(in-house)
4.05651110382932e-12,Test(in-house)
0.5406262604903462,Test(in-house)
9.936164079448931e-08,Test(in-house)
1.5105989174698945e-16,Test(in-house)
0.00017636599130739706,Test(in-house)
0.9308566278113616,Test(in-house)
3.34331163237437e-10,Test(in-house)
0.9328390681583973,Test(in-house)
0.28583287203925234,Test(in-house)
0.0001288011242269462,Test(in-house)
6.218352367064857e-10,Test(in-house)
0.10926249375692904,Test(in-house)
1.5270430225862743e-07,Test(in-house)
2.8146044670413295e-18,Test(in-house)
0.4758530586043984,Test(in-house)
6.948977458596591e-12,Test(in-house)
0.15811832896571995,Test(in-house)
8.124113094257987e-06,Test(in-house)
0.33549297624631913,Test(in-house)
0.6287947184945194,Test(in-house)
4.339893285988886e-12,Test(in-house)
6.242371270540803e-21,Test(in-house)
1.4534605707693494e-08,Test(in-house)
6.838770288399698e-07,Test(in-house)
9.129315744394527e-16,Test(in-house)
0.0003911784545518232,Test(in-house)
2.9581844606729244e-16,Test(in-house)
3.5677212037437115e-13,Test(in-house)
1.0769375051834932e-07,Test(in-house)
0.31186553738259526,Test(in-house)
2.121047729434682e-13,Test(in-house)
2.724310975923717e-16,Test(in-house)
1.3529704545293855e-13,Test(in-house)
1.954279377975876e-15,Test(in-house)
2.4384424055764554e-07,Test(in-house)
1.0217624603147287e-05,Test(in-house)
1.2149855404216836e-08,Test(in-house)
1.793069337840037e-13,Test(in-house)
1.4490188506442208e-05,Test(in-house)
0.4927645032408736,Test(in-house)
3.082671619003615e-07,Test(in-house)
2.482270067951804e-06,Test(in-house)
0.16148475745902283,Test(in-house)
0.00019833125011821352,Test(in-house)
7.756926451154931e-13,Test(in-house)
1.2602051756287067e-09,Test(in-house)
2.9059319163858033e-06,Test(in-house)
6.719912815555285e-12,Test(in-house)
0.7845494982601584,Test(in-house)
2.121041739535138e-10,Test(in-house)
2.978265764981418e-10,Test(in-house)
1.7773571572403506e-05,Test(in-house)
1.9051106796221364e-16,Test(in-house)
1.2592624092780002e-10,Test(in-house)
1.0043269847487717e-09,Test(in-house)
0.0001807391215215763,Test(in-house)
5.927216124230858e-11,Test(in-house)
4.814247938851327e-12,Test(in-house)
0.5366456268367362,Test(in-house)
0.0006615287070506087,Test(in-house)
2.169727143348079e-11,Test(in-house)
0.00042582648138260687,Test(in-house)
0.014788283515680695,Test(in-house)
6.671868668614866e-11,Test(in-house)
1.6776368045871085e-06,Test(in-house)
8.425046719685674e-12,Test(in-house)
0.2528931029027211,Test(in-house)
6.3727971708647065e-12,Test(in-house)
1.5233027358061516e-08,Test(in-house)
8.666368162460815e-08,Test(in-house)
1.3738682492052506e-08,Test(in-house)
3.026489479216513e-08,Test(in-house)
0.7434085079006566,Test(in-house)
5.247838751014988e-12,Test(in-house)
2.316667442684372e-16,Test(in-house)
1.6190584937385904e-07,Test(in-house)
1.2917035980147142e-17,Test(in-house)
1.0366965403686447e-06,Test(in-house)
2.2837340259746656e-05,Test(in-house)
9.683747320337494e-09,Test(in-house)
5.170779870640009e-07,Test(in-house)
5.393742801639294e-08,Test(in-house)
6.3796594973770455e-15,Test(in-house)
0.2876156568537335,Test(in-house)
2.9668311015501187e-12,Test(in-house)
0.34507522459813234,Test(in-house)
0.5472153017694236,Test(in-house)
0.8873989777916504,Test(in-house)
0.010353533634530841,Test(in-house)
0.9814477960407657,Test(in-house)
0.10210872906289747,Test(in-house)
3.6435950326595624e-06,Test(in-house)
2.955691571617001e-07,Test(in-house)
0.0039677493362253995,Test(in-house)
4.829011318517157e-08,Test(in-house)
7.757954972490632e-13,Test(in-house)
1.494060353820454e-11,Test(in-house)
2.0196085731394062e-10,Test(in-house)
4.858430630977135e-18,Test(in-house)
7.93460796184598e-08,Test(in-house)
2.785834185714007e-10,Test(in-house)
0.25032762861712643,Test(in-house)
0.352124021879259,Test(in-house)
0.0002408159877672234,Test(in-house)
0.31033046073158527,Test(in-house)
0.35607777084574266,Test(in-house)
9.771194979497648e-09,Test(in-house)
1.3339178626219383e-07,Test(in-house)
0.34445169611417276,Test(in-house)
1.0581944564250143e-06,Test(in-house)
4.5571574724672353e-10,Test(in-house)
0.5146872172050609,Test(in-house)
2.5572926084255946e-13,Test(in-house)
2.0778737101260815e-14,Test(in-house)
6.475921483088738e-09,Test(in-house)
1.4290178718230792e-07,Test(in-house)
0.0018482923033184373,Test(in-house)
0.2278977609762344,Test(in-house)
6.869362067641385e-11,Test(in-house)
2.7704755701759002e-14,Test(in-house)
1.9975057133944592e-06,Test(in-house)
2.3448521924750504e-07,Test(in-house)
1.144874524116282e-13,Test(in-house)
7.124089168985887e-10,Test(in-house)
0.9213931174365895,Test(in-house)
1.815460586764256e-10,Test(in-house)
2.7557489063290785e-06,Test(in-house)
7.686323381621294e-10,Test(in-house)
2.774217107996255e-11,Test(in-house)
0.000566917460154472,Test(in-house)
7.445415164249103e-09,Test(in-house)
4.0998572360238906e-07,Test(in-house)
0.20225242084924622,Test(in-house)
1.0180500882941905e-06,Test(in-house)
8.640773154905506e-11,Test(in-house)
1.009610358400532e-12,Test(in-house)
0.8605140859469187,Test(in-house)
7.766337547801301e-08,Test(in-house)
5.211537426762844e-07,Test(in-house)
3.333488604237074e-09,Test(in-house)
